id,season,gameType,gameDate,startTimeUTC,gameState,awayTeam.abbrev,awayTeam.score,homeTeam.abbrev,homeTeam.score,gameOutcome.lastPeriodType
2021030125,20212022,3,2022-05-10,2022-05-10T23:30:00Z,OFF,TBL,3,TOR,4,REG
2021030126,20212022,3,2022-05-12,2022-05-12T23:30:00Z,OFF,TOR,3,TBL,4,OT
2021030127,20212022,3,2022-05-14,2022-05-14T23:00:00Z,OFF,TBL,2,TOR,1,REG
2021030131,20212022,3,2022-05-02,2022-05-02T23:00:00Z,OFF,BOS,1,CAR,5,REG
2021030132,20212022,3,2022-05-04,2022-05-04T23:00:00Z,OFF,BOS,2,CAR,5,REG
2021030133,20212022,3,2022-05-06,2022-05-06T23:00:00Z,OFF,CAR,2,BOS,4,REG
2021030134,20212022,3,2022-05-08,2022-05-08T16:30:00Z,OFF,CAR,2,BOS,5,REG
2021030135,20212022,3,2022-05-10,2022-05-10T23:00:00Z,OFF,BOS,1,CAR,5,REG
2021030136,20212022,3,2022-05-12,2022-05-12T23:00:00Z,OFF,CAR,2,BOS,5,REG
2021030137,20212022,3,2022-05-14,2022-05-14T20:30:00Z,OFF,BOS,2,CAR,3,REG
2021030141,20212022,3,2022-05-03,2022-05-03T23:00:00Z,OFF,PIT,4,NYR,3,OT
2021030142,20212022,3,2022-05-05,2022-05-05T23:00:00Z,OFF,PIT,2,NYR,5,REG
2021030143,20212022,3,2022-05-07,2022-05-07T23:00:00Z,OFF,NYR,4,PIT,7,REG
2021030144,20212022,3,2022-05-09,2022-05-09T23:00:00Z,OFF,NYR,2,PIT,7,REG
2021030145,20212022,3,2022-05-11,2022-05-11T23:00:00Z,OFF,PIT,3,NYR,5,REG
2021030146,20212022,3,2022-05-13,2022-05-13T23:00:00Z,OFF,NYR,5,PIT,3,REG
2021030147,20212022,3,2022-05-15,2022-05-15T23:00:00Z,OFF,PIT,3,NYR,4,OT
2021030151,20212022,3,2022-05-03,2022-05-04T01:30:00Z,OFF,NSH,2,COL,7,REG
2021030152,20212022,3,2022-05-05,2022-05-06T01:30:00Z,OFF,NSH,1,COL,2,OT
2021030153,20212022,3,2022-05-07,2022-05-07T20:30:00Z,OFF,COL,7,NSH,3,REG
2021030154,20212022,3,2022-05-09,2022-05-10T01:30:00Z,OFF,COL,5,NSH,3,REG
2021030161,20212022,3,2022-05-02,2022-05-03T01:30:00Z,OFF,STL,4,MIN,0,REG
2021030162,20212022,3,2022-05-04,2022-05-05T01:30:00Z,OFF,STL,2,MIN,6,REG
2021030163,20212022,3,2022-05-06,2022-05-07T01:30:00Z,OFF,MIN,5,STL,1,REG
2021030164,20212022,3,2022-05-08,2022-05-08T20:30:00Z,OFF,MIN,2,STL,5,REG
2021030165,20212022,3,2022-05-10,2022-05-11T01:30:00Z,OFF,STL,5,MIN,2,REG
2021030166,20212022,3,2022-05-12,2022-05-13T01:30:00Z,OFF,MIN,1,STL,5,REG
2021030171,20212022,3,2022-05-03,2022-05-04T02:00:00Z,OFF,DAL,0,CGY,1,REG
2021030172,20212022,3,2022-05-05,2022-05-06T02:00:00Z,OFF,DAL,2,CGY,0,REG
2021030173,20212022,3,2022-05-07,2022-05-08T01:30:00Z,OFF,CGY,2,DAL,4,REG
2021030174,20212022,3,2022-05-09,2022-05-10T01:30:00Z,OFF,CGY,4,DAL,1,REG
2021030175,20212022,3,2022-05-11,2022-05-12T01:30:00Z,OFF,DAL,1,CGY,3,REG
2021030176,20212022,3,2022-05-13,2022-05-14T01:30:00Z,OFF,CGY,2,DAL,4,REG
2021030177,20212022,3,2022-05-15,2022-05-16T01:30:00Z,OFF,DAL,2,CGY,3,OT
2021030181,20212022,3,2022-05-02,2022-05-03T02:00:00Z,OFF,LAK,4,EDM,3,REG
2021030182,20212022,3,2022-05-04,2022-05-05T02:00:00Z,OFF,LAK,0,EDM,6,REG
2021030183,20212022,3,2022-05-06,2022-05-07T02:00:00Z,OFF,EDM,8,LAK,2,REG
2021030184,20212022,3,2022-05-08,2022-05-09T02:00:00Z,OFF,EDM,0,LAK,4,REG
2021030185,20212022,3,2022-05-10,2022-05-11T02:00:00Z,OFF,LAK,5,EDM,4,OT
2021030186,20212022,3,2022-05-12,2022-05-13T02:00:00Z,OFF,EDM,4,LAK,2,REG
2021030187,20212022,3,2022-05-14,2022-05-15T02:00:00Z,OFF,LAK,0,EDM,2,REG
2021030211,20212022,3,2022-05-17,2022-05-17T23:00:00Z,OFF,TBL,4,FLA,1,REG
2021030212,20212022,3,2022-05-19,2022-05-19T23:00:00Z,OFF,TBL,2,FLA,1,REG
2021030213,20212022,3,2022-05-22,2022-05-22T17:30:00Z,OFF,FLA,1,TBL,5,REG
2021030214,20212022,3,2022-05-23,2022-05-23T23:00:00Z,OFF,FLA,0,TBL,2,REG
2021030221,20212022,3,2022-05-18,2022-05-18T23:00:00Z,OFF,NYR,1,CAR,2,OT
2021030222,20212022,3,2022-05-20,2022-05-21T00:00:00Z,OFF,NYR,0,CAR,2,REG
2021030223,20212022,3,2022-05-22,2022-05-22T19:30:00Z,OFF,CAR,1,NYR,3,REG
2021030224,20212022,3,2022-05-24,2022-05-24T23:00:00Z,OFF,CAR,1,NYR,4,REG
2021030225,20212022,3,2022-05-26,2022-05-26T23:00:00Z,OFF,NYR,1,CAR,3,REG
2021030226,20212022,3,2022-05-28,2022-05-29T00:00:00Z,OFF,CAR,2,NYR,5,REG
2021030227,20212022,3,2022-05-30,2022-05-31T00:00:00Z,OFF,NYR,6,CAR,2,REG
2021030231,20212022,3,2022-05-17,2022-05-18T01:30:00Z,OFF,STL,2,COL,3,OT
2021030232,20212022,3,2022-05-19,2022-05-20T01:30:00Z,OFF,STL,4,COL,1,REG
2021030233,20212022,3,2022-05-21,2022-05-22T00:00:00Z,OFF,COL,5,STL,2,REG
2021030234,20212022,3,2022-05-23,2022-05-24T01:30:00Z,OFF,COL,6,STL,3,REG
2021030235,20212022,3,2022-05-25,2022-05-26T00:00:00Z,OFF,STL,5,COL,4,OT
2021030236,20212022,3,2022-05-27,2022-05-28T00:00:00Z,OFF,COL,3,STL,2,REG
2021030241,20212022,3,2022-05-18,2022-05-19T01:30:00Z,OFF,EDM,6,CGY,9,REG
2021030242,20212022,3,2022-05-20,2022-05-21T02:30:00Z,OFF,EDM,5,CGY,3,REG
2021030243,20212022,3,2022-05-22,2022-05-23T00:00:00Z,OFF,CGY,1,EDM,4,REG
2021030244,20212022,3,2022-05-24,2022-05-25T01:30:00Z,OFF,CGY,3,EDM,5,REG
2021030245,20212022,3,2022-05-26,2022-05-27T01:30:00Z,OFF,EDM,5,CGY,4,OT
2021030311,20212022,3,2022-06-01,2022-06-02T00:00:00Z,OFF,TBL,2,NYR,6,REG
2021030312,20212022,3,2022-06-03,2022-06-04T00:00:00Z,OFF,TBL,2,NYR,3,REG
2021030313,20212022,3,2022-06-05,2022-06-05T19:00:00Z,OFF,NYR,2,TBL,3,REG
2021030314,20212022,3,2022-06-07,2022-06-08T00:00:00Z,OFF,NYR,1,TBL,4,REG
2021030315,20212022,3,2022-06-09,2022-06-10T00:00:00Z,OFF,TBL,3,NYR,1,REG
2021030316,20212022,3,2022-06-11,2022-06-12T00:00:00Z,OFF,NYR,1,TBL,2,REG
2021030321,20212022,3,2022-05-31,2022-06-01T00:00:00Z,OFF,EDM,6,COL,8,REG
2021030322,20212022,3,2022-06-02,2022-06-03T00:00:00Z,OFF,EDM,0,COL,4,REG
2021030323,20212022,3,2022-06-04,2022-06-05T00:00:00Z,OFF,COL,4,EDM,2,REG
2021030324,20212022,3,2022-06-06,2022-06-07T00:00:00Z,OFF,COL,6,EDM,5,OT
2021030411,20212022,3,2022-06-15,2022-06-16T00:00:00Z,OFF,TBL,3,COL,4,OT
2021030412,20212022,3,2022-06-18,2022-06-19T00:00:00Z,OFF,TBL,0,COL,7,REG
2021030413,20212022,3,2022-06-20,2022-06-21T00:00:00Z,OFF,COL,2,TBL,6,REG
2021030414,20212022,3,2022-06-22,2022-06-23T00:00:00Z,OFF,COL,3,TBL,2,OT
2021030415,20212022,3,2022-06-24,2022-06-25T00:00:00Z,OFF,TBL,3,COL,2,REG
2021030416,20212022,3,2022-06-26,2022-06-27T00:00:00Z,OFF,COL,2,TBL,1,REG
