birthDate,draftOverall,draftYear,height,nationalityCode,playerId,shootsCatches,weight,positionCode,Name
2002-08-13,71.0,2020.0,74,FIN,8482447,L,196,G,Leevi Meriläinen
1995-09-19,61.0,2014.0,77,SWE,8477992,L,220,G,Jonas Johansson
2001-04-16,214.0,2019.0,72,USA,8481692,L,166,G,Dustin Wolf
2002-11-14,20.0,2021.0,75,SWE,8482661,L,214,G,Jesper Wallstedt
1999-08-19,,,75,SWE,8482821,L,180,G,Arvid Soderblom
1998-11-24,111.0,2017.0,75,USA,8480280,L,195,G,Jeremy Swayman
1997-02-25,,,76,CAN,8480313,R,207,G,Logan Thompson
1990-08-07,34.0,2008.0,74,CAN,8474596,L,197,G,Jake Allen
1993-07-31,163.0,2012.0,76,SWE,8476999,L,223,G,Linus Ullmark
2000-07-30,107.0,2018.0,77,CAN,8480981,L,193,G,Joel Hofer
1995-08-04,78.0,2014.0,75,RUS,8478009,L,189,G,Ilya Sorokin
1995-04-28,,,74,FIN,8480947,L,190,G,Kevin Lankinen
1991-08-13,,,72,USA,8479193,L,188,G,Casey DeSmith
1997-08-20,75.0,2015.0,77,CZE,8478435,L,209,G,Dan Vladar
1996-01-07,37.0,2014.0,72,USA,8477968,L,205,G,Alex Nedeljkovic
2000-12-22,84.0,2020.0,76,CAN,8482076,L,205,G,Nico Daws
1997-05-25,,,77,USA,8482445,L,192,G,Devin Cooley
1994-05-25,83.0,2012.0,77,CAN,8476899,L,220,G,Matt Murray
1994-04-13,76.0,2014.0,75,LVA,8478007,L,190,G,Elvis Merzlikins
1998-06-07,55.0,2016.0,74,SWE,8479406,L,184,G,Filip Gustavsson
1993-07-14,39.0,2011.0,75,USA,8476434,L,209,G,John Gibson
1995-07-06,59.0,2013.0,73,CAN,8477480,L,190,G,Eric Comrie
1998-12-18,26.0,2017.0,78,USA,8479979,L,225,G,Jake Oettinger
1998-11-01,78.0,2017.0,76,CAN,8479973,L,215,G,Stuart Skinner
2000-06-22,85.0,2018.0,74,CZE,8480843,L,190,G,Lukas Dostal
2000-10-05,93.0,2019.0,73,CAN,8481551,L,191,G,Colten Ellis
1998-06-25,,,76,USA,8483548,R,218,G,Brandon Bussi
1999-10-20,143.0,2018.0,75,SWE,8481035,L,194,G,Samuel Ersson
1996-10-30,77.0,2015.0,75,CAN,8478470,L,218,G,Sam Montembeault
