birthDate,draftOverall,draftYear,height,nationalityCode,playerId,shootsCatches,weight,positionCode,Name
2003-03-13,147.0,2021.0,68,USA,8482785,R,176,C,Justin Robidas
1990-06-07,114.0,2008.0,74,CAN,8474673,L,187,D,TJ Brodie
1992-01-30,54.0,2010.0,76,USA,8475718,R,194,D,Justin Holl
1996-12-14,39.0,2015.0,75,CAN,8478421,L,209,L,A.J. Greer
1991-11-14,1.0,2010.0,73,CAN,8475791,L,210,L,Taylor Hall
1997-05-21,154.0,2015.0,73,USA,8478507,R,200,D,John Marino
1990-07-29,,,75,CZE,8480172,R,204,D,Jan Rutta
1988-05-11,71.0,2006.0,69,CAN,8473419,L,180,L,Brad Marchand
1994-04-07,,,70,CAN,8479442,R,184,D,Troy Stecher
2000-05-31,100.0,2019.0,72,CZE,8481712,L,202,R,Matěj  Blümel
1994-08-07,60.0,2012.0,74,CAN,8476923,R,204,D,Damon Severson
1995-10-03,,,75,RUS,8482245,R,201,D,Artem Zub
1998-12-02,174.0,2017.0,76,CAN,8480289,L,220,C,Morgan Barron
2001-03-26,47.0,2019.0,75,USA,8481563,R,208,D,Drew Helleson
1994-09-11,18.0,2012.0,71,FIN,8476882,L,191,C,Teuvo Teravainen
1998-03-13,160.0,2016.0,73,CAN,8479543,L,222,L,Michael Pezzetta
2001-02-24,95.0,2019.0,71,CAN,8481606,R,188,D,Jordan Spence
1997-12-04,15.0,2016.0,72,USA,8479316,R,197,C,Luke Kunin
2002-03-28,70.0,2021.0,72,USA,8482802,R,200,L,Carter Mazur
1994-02-02,47.0,2012.0,72,CAN,8476934,L,191,L,Brock McGinn
1992-06-25,,,72,USA,8477851,L,181,D,Jordan Oesterle
2000-03-01,200.0,2018.0,73,CAN,8481006,L,204,D,Tyler Tucker
1996-03-23,,,71,FIN,8481641,L,185,L,Joel Kiviranta
1997-11-06,,,73,CAN,8483549,L,218,L,Lucas Condotta
1996-09-13,29.0,2014.0,74,SWE,8477960,L,200,R,Adrian Kempe
1998-05-12,47.0,2016.0,70,CAN,8479398,L,170,D,Samuel Girard
1996-05-15,,,73,USA,8478970,R,209,D,Jalen Chatfield
2000-08-02,69.0,2019.0,73,CZE,8481206,L,210,D,John Ludvig
2001-04-05,12.0,2019.0,74,USA,8481557,L,201,L,Matt Boldy
1993-05-01,179.0,2011.0,73,CAN,8476331,R,194,D,Dylan DeMelo
1996-10-03,149.0,2015.0,73,USA,8478874,R,190,R,Adam Gaudette
1994-09-20,30.0,2013.0,72,USA,8477451,R,197,R,Ryan Hartman
1994-04-03,169.0,2012.0,70,USA,8476994,R,183,C,Vincent Hinostroza
1996-03-29,17.0,2014.0,76,CAN,8477948,L,222,D,Travis Sanheim
2003-09-10,34.0,2021.0,70,CAN,8482803,L,193,D,Olen Zellweger
2001-01-06,91.0,2019.0,78,BLR,8481656,L,250,C,Aliaksei Protas
1999-10-12,120.0,2018.0,72,CHE,8480798,L,190,C,Philipp Kurashev
2001-01-28,16.0,2019.0,71,CAN,8481618,L,200,C,Alex Newhook
1998-10-30,4.0,2017.0,72,CAN,8480069,R,187,D,Cale Makar
1988-11-20,22.0,2007.0,74,USA,8474157,L,217,L,Max Pacioretty
2001-01-04,60.0,2019.0,72,SWE,8481607,L,195,D,Albert Johansson
1990-10-06,24.0,2009.0,73,SWE,8475149,L,203,L,Marcus Johansson
1999-09-12,41.0,2017.0,71,CAN,8479994,L,200,C,Jaret Anderson-Dolan
1998-08-27,159.0,2016.0,74,CAN,8479542,L,186,L,Brandon Hagel
2001-02-25,21.0,2019.0,74,CAN,8481591,L,217,R,Sam Poulin
2002-11-15,24.0,2021.0,71,USA,8482713,R,180,R,Mackie Samoskevich
2001-01-11,74.0,2019.0,72,CAN,8481594,R,200,R,Nathan Légaré
1993-12-21,15.0,2012.0,75,CAN,8476879,R,210,D,Cody Ceci
1997-03-11,24.0,2015.0,70,CAN,8478439,R,192,R,Travis Konecny
1997-02-05,96.0,2015.0,76,CAN,8478462,R,200,C,Nicolas Roy
1997-01-25,5.0,2015.0,75,USA,8478396,L,206,D,Noah Hanifin
1999-12-10,,,72,USA,8482634,L,199,C,Alex Steeves
2001-01-15,25.0,2019.0,72,CAN,8481580,L,180,C,Connor McMichael
1992-09-08,5.0,2010.0,74,CHE,8475799,L,218,R,Nino Niederreiter
1999-02-05,,,74,USA,8482635,L,205,L,Mike Hardman
2005-01-21,27.0,2023.0,74,CAN,8484221,R,200,C,Calum Ritchie
1993-12-21,15.0,2012.0,75,CAN,8476879,R,210,D,Cody Ceci
1997-02-16,50.0,2015.0,78,USA,8478413,L,231,L,Jordan Greenway
1999-08-25,63.0,2017.0,71,SWE,8480188,R,208,L,Fabian Zetterlund
2002-10-18,5.0,2021.0,72,CAN,8482660,L,170,C,Kent Johnson
1994-03-09,5.0,2012.0,73,CAN,8476853,L,219,D,Morgan Rielly
1998-06-25,9.0,2016.0,75,RUS,8479410,L,212,D,Mikhail Sergachev
1992-11-23,2.0,2011.0,73,SWE,8476455,L,215,L,Gabriel Landeskog
1990-10-29,14.0,2009.0,73,RUS,8475179,L,212,D,Dmitry Kulikov
1998-02-18,58.0,2016.0,74,CAN,8479390,R,201,R,Taylor Raddysh
2000-06-24,15.0,2018.0,71,RUS,8480844,R,198,L,Grigori Denisenko
1996-09-20,58.0,2015.0,75,SWE,8478831,R,213,C,Kevin Stenlund
1992-05-29,,,73,USA,8477887,R,217,C,Patrick Brown
1994-01-05,14.0,2012.0,75,LVA,8476878,L,197,C,Zemgus Girgensons
1998-09-02,42.0,2017.0,75,FIN,8480185,L,191,C,Eetu Luostarinen
1998-03-29,27.0,2016.0,74,CAN,8479353,L,201,C,Brett Howden
2001-09-28,141.0,2020.0,75,CAN,8482192,L,205,D,Isaak Phillips
1997-02-09,120.0,2015.0,73,CAN,8478472,L,189,R,Mathieu Joseph
2001-04-25,81.0,2019.0,75,CAN,8481655,R,210,R,Cole Schwindt
1999-11-16,115.0,2018.0,74,USA,8481032,L,213,L,Paul Cotter
1998-09-17,49.0,2017.0,71,CAN,8479983,L,200,D,Mario Ferraro
2000-07-26,188.0,2019.0,77,SWE,8481732,L,206,L,Andre Lee
1995-12-12,171.0,2014.0,71,USA,8478099,R,185,R,Kevin Labanc
1999-01-11,,,72,USA,8483531,R,207,L,Brian Halonen
1985-03-09,20.0,2003.0,77,CAN,8470613,R,228,D,Brent Burns
1992-03-06,148.0,2010.0,76,USA,8475857,L,205,D,Kevin Gravel
1997-04-02,26.0,2015.0,74,CAN,8478454,R,201,D,Noah Juulsen
2004-06-07,34.0,2022.0,74,USA,8483481,R,195,C,Cam Lund
2002-01-18,16.0,2020.0,75,CAN,8482087,L,202,D,Kaiden Guhle
1993-07-28,,,71,CAN,8478542,R,182,C,Evan Rodrigues
1997-07-26,35.0,2015.0,72,FIN,8478427,L,189,C,Sebastian Aho
1990-05-15,22.0,2008.0,71,CAN,8474586,R,180,R,Jordan Eberle
1996-05-12,16.0,2014.0,72,USA,8477947,L,205,L,Sonny Milano
2002-10-17,57.0,2021.0,75,USA,8482720,L,232,L,Matthew Knies
1996-10-08,115.0,2015.0,71,CAN,8478851,R,174,D,Alexandre Carrier
1993-04-20,78.0,2012.0,71,USA,8476906,L,183,D,Shayne Gostisbehere
1999-09-16,4.0,2018.0,76,USA,8480801,L,226,L,Brady Tkachuk
1996-05-15,128.0,2014.0,75,USA,8478057,L,218,C,Dakota Joshua
1995-07-28,118.0,2013.0,75,USA,8477392,R,214,R,Hudson Fasching
1994-08-10,,,73,USA,8479944,L,203,C,Zach Aston-Reese
1999-05-14,27.0,2017.0,72,CAN,8480028,L,193,C,Morgan Frost
2000-01-04,131.0,2018.0,72,USA,8481056,L,184,D,Spencer Stastney
1995-04-16,16.0,2013.0,79,RUS,8477507,L,255,D,Nikita Zadorov
1998-11-15,,,71,USA,8483570,L,194,C,Ben Meyers
1993-04-20,147.0,2012.0,75,CAN,8477018,L,209,D,Ben Hutton
1991-08-02,4.0,2009.0,74,CAN,8475169,L,218,L,Evander Kane
1994-01-21,152.0,2013.0,77,CAN,8477384,R,220,D,Joshua Brown
1998-10-30,36.0,2017.0,73,SWE,8480003,L,191,C,Jesper Boqvist
1992-02-04,144.0,2010.0,72,CAN,8475842,R,202,C,Sam Carrick
1988-11-19,1.0,2007.0,70,USA,8474141,L,176,R,Patrick Kane
1992-05-13,178.0,2010.0,75,CAN,8475913,R,210,R,Mark Stone
2000-10-26,79.0,2019.0,73,RUS,8481604,L,194,R,Pavel Dorofeyev
2001-01-30,,,76,CAN,8482964,L,240,D,Arber Xhekaj
1998-08-05,,,71,CAN,8479746,L,185,L,Tye Felhaber
1997-12-03,33.0,2016.0,71,SWE,8479335,L,190,C,Rasmus Asplund
1996-05-25,25.0,2014.0,72,CZE,8477956,R,199,R,David Pastrnak
2001-04-25,81.0,2019.0,75,CAN,8481655,R,210,R,Cole Schwindt
2003-02-05,6.0,2021.0,78,SWE,8482762,L,222,D,Simon Edvinsson
2002-04-12,174.0,2020.0,70,CAN,8482209,L,175,C,Rory Kerins
2002-03-09,31.0,2020.0,70,CAN,8482103,R,183,C,Ozzy Wiesblatt
1995-03-10,121.0,2013.0,70,USA,8477353,L,194,C,Tyler Motte
1996-10-28,2.0,2015.0,74,USA,8478403,R,208,C,Jack Eichel
1997-10-30,26.0,2016.0,78,USA,8479420,R,220,C,Tage Thompson
1994-04-03,169.0,2012.0,70,USA,8476994,R,183,C,Vincent Hinostroza
1990-06-05,66.0,2010.0,72,CZE,8475462,R,208,D,Radko Gudas
2002-03-24,87.0,2020.0,72,CAN,8482088,R,195,R,Justin Sourdif
1999-01-15,12.0,2017.0,75,CZE,8480039,R,195,C,Martin Necas
1995-12-14,33.0,2014.0,72,RUS,8477964,L,203,L,Ivan Barbashev
1996-04-01,67.0,2014.0,74,CAN,8477998,L,204,L,Warren Foegele
2000-07-07,71.0,2018.0,72,USA,8480887,L,189,D,Jordan Harris
2002-05-15,65.0,2020.0,73,CAN,8482094,L,193,D,Daemon Hunt
1991-09-25,51.0,2010.0,72,SWE,8475714,R,193,C,Calle Jarnkrok
1991-01-21,66.0,2009.0,76,CAN,8475188,L,215,D,Brayden McNabb
1997-01-13,1.0,2015.0,73,CAN,8478402,L,194,C,Connor McDavid
1991-10-07,160.0,2011.0,75,CAN,8476312,R,218,D,Josh Manson
1998-06-15,169.0,2017.0,76,USA,8480246,R,206,D,Nick Perbix
1994-07-29,,,73,CAN,8477070,L,215,C,Liam O'Brien
1994-01-06,105.0,2012.0,74,CAN,8476967,L,192,D,Brett Kulak
2001-09-07,90.0,2019.0,69,USA,8481562,L,175,D,Domenick Fensore
1998-10-06,16.0,2017.0,74,FIN,8479976,L,201,D,Juuso Välimäki
1990-07-03,152.0,2009.0,75,USA,8475314,L,234,L,Anders Lee
1991-05-27,122.0,2010.0,72,USA,8475780,R,192,R,Chris Wagner
1991-07-17,6.0,2009.0,74,SWE,8475171,L,190,D,Oliver Ekman-Larsson
2000-11-29,27.0,2019.0,75,USA,8481518,L,196,L,Nolan Foote
1991-12-01,,,71,USA,8478569,R,204,C,Noel Acciari
2002-11-14,13.0,2021.0,70,USA,8482679,R,183,R,Matt Coronato
1992-05-16,7.0,2010.0,71,CAN,8475784,L,200,L,Jeff Skinner
1989-11-02,5.0,2008.0,74,CAN,8474568,R,225,D,Luke Schenn
2003-11-28,6.0,2022.0,76,CZE,8483460,R,204,D,David Jiricek
1998-02-15,20.0,2016.0,74,CAN,8479395,L,210,D,Dennis Cholowski
2004-04-27,17.0,2022.0,71,FIN,8483465,R,182,R,Joakim Kemell
1998-02-25,135.0,2016.0,77,FIN,8479533,L,216,L,Joona Koppanen
1997-01-30,18.0,2015.0,73,CAN,8478469,L,200,D,Thomas Chabot
2003-02-16,50.0,2021.0,70,RUS,8482787,L,170,R,Nikita Chibrikov
1995-03-28,3.0,2013.0,71,CAN,8477494,L,189,L,Jonathan Drouin
2001-02-01,210.0,2019.0,75,FIN,8481704,L,207,C,Juuso Parssinen
1999-07-26,,,72,USA,8483397,R,202,C,Marc McLaughlin
1986-12-29,,,70,USA,8478585,R,185,C,Derek Ryan
1995-07-04,55.0,2013.0,71,FIN,8477476,L,179,L,Artturi Lehkonen
2004-01-05,4.0,2022.0,72,CAN,8483524,R,192,C,Shane Wright
1996-05-15,,,73,USA,8478970,R,209,D,Jalen Chatfield
1991-08-22,5.0,2009.0,73,CAN,8475170,L,200,C,Brayden Schenn
2001-08-25,,,75,USA,8485512,L,212,C,Tim Washe
1994-04-06,,,74,RUS,8480950,R,206,D,Ilya Lyubushkin
1992-06-25,14.0,2010.0,70,CAN,8475768,L,185,L,Jaden Schwartz
2003-05-02,135.0,2022.0,74,RUS,8483733,L,210,R,Nikita Grebenkin
1994-04-07,,,70,CAN,8479442,R,184,D,Troy Stecher
2000-03-30,,,75,RUS,8481178,L,200,D,Egor Zamula
2000-09-10,114.0,2019.0,77,RUS,8481716,L,234,L,Dmitri Voronkov
2002-11-22,1.0,2021.0,78,CAN,8482671,L,226,D,Owen Power
2004-01-10,69.0,2022.0,74,USA,8483461,R,199,R,Devin Kaplan
1997-01-30,18.0,2015.0,73,CAN,8478469,L,200,D,Thomas Chabot
1994-08-22,22.0,2012.0,74,FIN,8476874,L,207,D,Olli Määttä
2003-08-06,150.0,2021.0,72,CAN,8482749,L,192,R,Joshua Roy
1995-12-25,86.0,2014.0,71,CAN,8478017,R,185,D,Mark Friedman
1990-05-07,,,71,USA,8477244,R,189,D,Chad Ruhwedel
1995-09-02,,,71,USA,8481461,L,204,D,Corey Schueneman
2001-04-06,22.0,2019.0,72,SWE,8481600,L,200,D,Tobias Bjornfot
2000-10-07,63.0,2019.0,73,CAN,8481737,R,182,C,Matt Stienburg
1991-03-23,182.0,2009.0,71,FIN,8475287,L,191,L,Erik Haula
1987-01-08,17.0,2006.0,73,USA,8473453,R,205,C,Trevor Lewis
1992-12-10,210.0,2012.0,78,USA,8477034,L,214,D,Jaycob Megna
2000-01-03,,,77,USA,8480825,R,218,R,Patrick Giles
1992-08-14,131.0,2010.0,74,SWE,8475906,R,185,D,John Klingberg
2002-04-08,6.0,2020.0,71,CAN,8482142,R,185,D,Jamie Drysdale
1999-05-05,19.0,2017.0,74,USA,8480064,L,196,C,Josh Norris
2001-01-26,17.0,2019.0,72,CAN,8481522,L,188,C,Peyton Krebs
1998-03-17,34.0,2016.0,75,USA,8479369,R,214,D,Andrew Peeke
2003-02-26,105.0,2023.0,71,CAN,8484406,L,185,C,Ty Mueller
1998-05-08,161.0,2016.0,74,USA,8479594,R,193,D,Nathan Clurman
2000-06-27,55.0,2018.0,78,CAN,8480860,L,230,D,Kevin Bahl
2001-02-01,21.0,2020.0,73,RUS,8482475,L,203,R,Yegor Chinakhov
2002-08-30,121.0,2021.0,71,CAN,8482206,R,180,R,Ethan Cardwell
1992-07-25,,,72,CAN,8475958,L,179,C,Michael Sgarbossa
1995-07-18,181.0,2014.0,71,SWE,8478109,L,180,L,Victor Olofsson
1985-03-09,20.0,2003.0,77,CAN,8470613,R,228,D,Brent Burns
2000-01-02,51.0,2018.0,72,CAN,8480851,R,195,C,Akil Thomas
2004-11-16,80.0,2023.0,74,RUS,8484234,L,198,L,Aydar Suniev
1990-01-18,4.0,2008.0,75,CAN,8474565,R,215,D,Alex Pietrangelo
2001-12-13,35.0,2021.0,72,CAN,8482858,L,195,D,Ryker Evans
1998-04-27,121.0,2017.0,75,CAN,8480208,R,209,R,Drake Batherson
2005-02-06,15.0,2023.0,76,CAN,8484241,R,202,R,Matthew Wood
1996-03-13,79.0,2014.0,71,CAN,8478010,R,177,C,Brayden Point
1994-05-23,74.0,2012.0,75,FIN,8476902,L,217,D,Esa Lindell
1998-02-10,101.0,2016.0,78,CAN,8479387,L,240,D,Keaton Middleton
2001-01-15,25.0,2019.0,72,CAN,8481580,L,180,C,Connor McMichael
1996-02-28,,,73,CAN,8478178,R,202,D,Darren Raddysh
1993-07-13,98.0,2011.0,74,USA,8476422,L,191,D,Mike Reilly
1991-04-30,19.0,2009.0,75,USA,8475184,L,232,L,Chris Kreider
1991-11-28,75.0,2011.0,71,USA,8476399,L,199,L,Blake Coleman
1999-11-19,105.0,2018.0,74,SVK,8481028,L,173,C,Martin Pospisil
1992-05-11,80.0,2010.0,71,USA,8475810,R,202,R,Bryan Rust
1993-07-20,68.0,2011.0,71,CAN,8476393,L,191,C,Nick Cousins
1997-01-25,5.0,2015.0,75,USA,8478396,L,206,D,Noah Hanifin
1985-09-17,1.0,2004.0,75,RUS,8471214,R,238,L,Alex Ovechkin
1998-08-18,45.0,2018.0,70,USA,8481059,L,175,D,Scott Perunovich
2002-05-26,159.0,2022.0,75,USA,8483768,R,229,D,Victor Mancini
2000-03-01,200.0,2018.0,73,CAN,8481006,L,204,D,Tyler Tucker
1998-07-20,99.0,2016.0,77,CAN,8479419,L,228,L,Brett Murray
1993-04-16,101.0,2011.0,77,USA,8476425,L,225,C,Joseph LaBate
1992-08-10,30.0,2012.0,73,CAN,8476871,L,207,L,Tanner Pearson
1999-09-02,15.0,2017.0,70,SWE,8480073,L,185,D,Erik Brannstrom
1999-06-17,,,72,USA,8484255,R,198,R,Jason Polin
2000-11-12,32.0,2019.0,75,USA,8481596,R,206,C,Shane Pinto
1995-06-14,,,74,USA,8480762,L,220,L,Eric Robinson
2003-05-14,23.0,2021.0,73,CAN,8482740,R,187,C,Wyatt Johnston
1995-02-09,23.0,2013.0,75,SWE,8477444,L,203,L,Andre Burakovsky
1995-06-18,,,77,CAN,8478975,L,212,L,Mason Marchment
1998-06-19,73.0,2016.0,72,USA,8479315,R,207,R,Joey Anderson
1997-07-15,72.0,2015.0,73,CAN,8478519,L,193,C,Anthony Cirelli
1996-02-02,58.0,2014.0,73,USA,8477989,L,190,C,Christian Dvorak
1997-09-23,,,70,CAN,8483538,L,182,C,Owen Sillinger
1999-10-02,126.0,2018.0,70,CAN,8481065,L,183,C,Angus Crookshank
1993-04-08,112.0,2014.0,70,SWE,8478042,R,181,L,Viktor Arvidsson
1995-09-02,2.0,2013.0,75,FIN,8477493,L,214,C,Aleksander Barkov
2002-01-18,23.0,2020.0,74,CAN,8482159,R,215,R,Tyson Foerster
1988-01-12,22.0,2006.0,71,CAN,8473512,R,186,R,Claude Giroux
2002-01-23,7.0,2020.0,72,SWE,8482125,R,198,R,Alexander Holtz
1998-02-15,20.0,2016.0,74,CAN,8479395,L,210,D,Dennis Cholowski
1998-10-05,,,75,FIN,8484321,R,213,D,Nikolas Matinpalo
2002-01-25,182.0,2020.0,74,USA,8482213,R,198,C,Riley Duran
2003-03-04,126.0,2021.0,70,USA,8482663,L,184,L,Dylan Duke
2001-03-07,26.0,2019.0,70,CAN,8481592,L,172,L,Jakob Pelletier
2004-01-14,13.0,2022.0,70,USA,8483493,R,190,C,Frank Nazar
2002-01-08,30.0,2020.0,71,CAN,8482145,R,187,C,Mavrik Bourque
1999-04-22,30.0,2017.0,70,FIN,8480009,L,182,R,Eeli Tolvanen
2000-07-20,,,69,USA,8484135,R,181,C,Parker Ford
1995-08-03,26.0,2013.0,74,CAN,8477447,L,197,D,Shea Theodore
1999-11-15,31.0,2018.0,76,RUS,8480823,L,230,D,Alexander Alexeyev
1996-10-03,149.0,2015.0,73,USA,8478874,R,190,R,Adam Gaudette
2003-01-04,62.0,2021.0,76,CAN,8482703,L,196,C,Colton Dach
1998-04-19,2.0,2016.0,76,FIN,8479339,R,208,L,Patrik Laine
1996-02-27,,,71,CAN,8478146,L,192,C,Matthew Highmore
1996-08-14,,,72,USA,8481186,R,175,R,Logan O'Connor
2001-01-30,,,76,CAN,8482964,L,240,D,Arber Xhekaj
1999-09-16,4.0,2018.0,76,USA,8480801,L,226,L,Brady Tkachuk
1998-06-20,17.0,2016.0,72,CAN,8479371,R,200,D,Dante Fabbro
1994-02-21,108.0,2014.0,73,CAN,8478038,L,191,D,Devon Toews
1997-05-29,,,74,CAN,8479661,L,221,L,Tanner Jeannot
1995-02-24,58.0,2013.0,74,CAN,8477479,L,200,L,Tyler Bertuzzi
1998-02-05,,,71,USA,8483573,R,188,C,Ethen Frank
1997-11-02,53.0,2016.0,72,CZE,8479425,R,190,D,Filip Hronek
1995-01-12,,,74,CZE,8480144,L,198,C,David Kampf
2000-03-12,75.0,2018.0,76,SWE,8480840,L,207,C,Oskar Bäck
1998-07-20,67.0,2017.0,75,CAN,8479987,R,212,C,Morgan Geekie
1997-05-26,16.0,2015.0,73,CAN,8478445,R,186,C,Mathew Barzal
1994-05-01,120.0,2012.0,75,USA,8476958,L,207,D,Jaccob Slavin
2005-01-21,8.0,2023.0,73,USA,8484186,R,205,R,Ryan Leonard
1996-07-30,15.0,2014.0,73,USA,8477946,L,204,C,Dylan Larkin
1998-05-05,35.0,2016.0,73,CAN,8479385,R,189,R,Jordan Kyrou
2001-01-29,41.0,2019.0,75,CAN,8481527,R,206,D,Kaedan Korczak
1993-03-14,15.0,2011.0,72,USA,8476468,L,211,C,J.T. Miller
2003-04-15,31.0,2021.0,75,CAN,8482733,R,212,D,Logan Mailloux
1996-06-12,126.0,2014.0,73,SWE,8478055,L,199,D,Gustav Forsling
1998-01-26,,,73,USA,8482070,R,197,R,Mitchell Chaffee
2000-02-04,18.0,2018.0,73,CAN,8480853,L,186,C,Liam Foudy
1995-03-04,10.0,2013.0,76,RUS,8477501,L,210,R,Valeri Nichushkin
1996-11-28,,,74,CAN,8480727,R,210,D,Zach Whitecloud
1998-08-31,,,75,CAN,8481491,R,198,C,Noah Philp
2000-06-23,150.0,2020.0,75,USA,8482516,R,212,D,Matthew Kessel
1991-05-09,12.0,2009.0,73,CAN,8475177,L,192,D,Calvin de Haan
1996-09-11,118.0,2016.0,72,USA,8479525,L,194,C,Ross Colton
1989-05-08,13.0,2007.0,74,DNK,8474189,L,207,C,Lars Eller
1990-05-24,102.0,2009.0,77,SWE,8475218,L,225,D,Mattias Ekholm
1993-06-15,37.0,2011.0,74,CAN,8476432,L,204,C,Boone Jenner
1996-08-01,,,72,LVA,8484304,L,196,D,Uvis Balinskis
2005-06-15,10.0,2023.0,73,SVK,8484164,L,207,R,Dalibor Dvorsky
1996-03-29,127.0,2014.0,73,CAN,8478056,L,197,C,Clark Bishop
1996-02-01,,,72,USA,8481462,L,208,L,Mason Morelli
1999-10-20,10.0,2018.0,75,CAN,8480803,R,192,D,Evan Bouchard
2002-05-10,35.0,2020.0,76,SWE,8482169,R,205,D,Helge Grans
1991-10-15,30.0,2010.0,76,USA,8475754,L,205,C,Brock Nelson
1994-09-20,30.0,2013.0,72,USA,8477451,R,197,R,Ryan Hartman
1999-01-15,12.0,2017.0,75,CZE,8480039,R,195,C,Martin Necas
1985-09-17,1.0,2004.0,75,RUS,8471214,R,238,L,Alex Ovechkin
1997-08-13,63.0,2015.0,75,CAN,8478476,L,194,D,Kyle Capobianco
1990-10-22,94.0,2009.0,73,CAN,8475233,R,235,D,David Savard
1994-06-20,,,70,CAN,8479465,L,179,L,Drake Caggiula
1996-08-02,62.0,2014.0,75,CAN,8477993,L,183,C,Justin Kirkland
2004-03-10,54.0,2022.0,72,CAN,8483505,R,189,C,Matthew Poitras
1997-02-11,121.0,2015.0,73,USA,8478854,L,200,D,Ryan Shea
2001-01-06,91.0,2019.0,78,BLR,8481656,L,250,C,Aliaksei Protas
1997-01-29,25.0,2015.0,73,USA,8478458,R,198,C,Jack Roslovic
1999-01-24,43.0,2017.0,76,USA,8480049,L,216,D,Dylan Samberg
1990-01-10,27.0,2008.0,75,USA,8474590,R,220,D,John Carlson
2000-02-03,42.0,2018.0,71,USA,8480835,L,186,C,Jack Drury
2002-11-15,24.0,2021.0,71,USA,8482713,R,180,R,Mackie Samoskevich
1996-02-27,,,71,CAN,8478146,L,192,C,Matthew Highmore
2000-03-15,20.0,2018.0,74,FIN,8480845,R,201,C,Rasmus Kupari
